record_id,timestamp,client_id,src_ip,dst_ip,src_port,dst_port,protocol,payload_size,entropy,signature_known,attack_type,is_zero_day,label_malicious,poisoned_flag,poison_type,model_update_delta,gradient_stat,anomaly_score,feature_1,feature_2,feature_3,seen_in_train
rec_01724,2025-06-17 20:07:09,client_077,19.47.136.23,96.125.42.89,46226,443,TCP,1855,5.4857,1,benign,0,0,0,,4.4539,5.843,0.7363,0.939427,6.943875,0.76429,0
rec_00809,2025-06-23 17:58:52,client_079,201.225.142.125,46.224.72.250,6220,80,TCP,3718,6.3073,1,benign,0,0,0,,8.4897,5.8483,1.8466,1.399157,7.629504,1.87093,1
rec_03298,2025-03-10 14:50:43,client_078,31.66.204.91,7.23.162.117,12779,21,ICMP,58,4.1875,1,benign,0,0,0,,3.0803,2.5617,0.8494,0.412261,4.431177,0.97587,1
rec_00515,2025-04-06 18:00:41,client_060,251.103.140.7,5.242.131.138,53342,80,ICMP,906,2.9556,1,benign,0,0,0,,6.263,7.1551,0.363,0.443987,6.322179,0.433191,1
rec_03080,2025-01-18 22:36:24,client_084,215.45.16.240,139.228.6.27,37822,8080,TCP,3379,5.9999,1,benign,0,0,0,,2.253,2.3922,1.2174,1.263704,8.032247,1.177861,1
rec_00410,2025-08-18 12:46:46,client_040,59.90.115.75,164.98.208.161,5995,21,UDP,763,3.8719,0,benign,0,0,0,,5.4406,4.5861,1.1706,0.504221,6.553795,1.399544,1
rec_02150,2025-09-13 22:09:14,client_012,40.202.194.172,190.131.89.92,3881,22,TCP,972,4.9537,1,benign,0,0,0,,1.6359,2.2105,0.4307,0.653958,6.50375,0.704604,1
rec_01338,2025-04-19 19:18:45,client_043,23.184.180.48,12.110.133.133,43718,8080,ICMP,53,2.4214,1,benign,0,0,0,,0.9017,1.1957,0.0832,0.262464,4.15552,0.104228,1
rec_01414,2025-05-06 06:20:14,client_021,70.171.110.16,65.134.24.37,62335,21,TCP,168,4.2755,1,benign,0,0,0,,7.5496,7.8335,0.6462,0.451326,5.185653,0.644153,1
rec_02887,2025-04-05 01:42:27,client_002,3.170.190.6,166.233.234.119,9499,80,TCP,1427,5.5722,1,benign,0,0,0,,7.5548,7.2207,0.8118,0.846947,7.360029,0.887971,1
rec_00208,2025-03-18 11:54:40,client_064,68.36.180.181,147.246.192.211,62483,3306,TCP,4261,6.0067,1,benign,0,0,0,,5.9317,6.7056,1.6049,1.44506,8.527541,1.856331,1
rec_02078,2025-06-30 02:17:23,client_060,102.130.107.39,68.92.10.75,13243,80,UDP,703,2.1404,1,benign,0,0,0,,5.1335,6.595,0.1152,0.326427,6.412856,0.179036,1
rec_00459,2025-06-21 18:17:40,client_037,104.67.215.7,100.245.127.195,2460,3306,TCP,1356,5.4788,1,data_exfiltration,0,1,0,,4.7845,4.6435,0.9836,0.834628,7.742942,0.939869,1
rec_00007,2025-09-03 22:41:27,client_059,237.131.170.21,78.176.125.251,58182,8080,TCP,3156,5.7516,1,benign,0,0,0,,4.6523,6.4294,1.4029,1.195697,8.724142,1.363775,1
rec_00383,2025-07-27 18:03:58,client_032,32.41.134.216,121.3.60.204,44462,3389,TCP,1075,5.8651,0,benign,0,0,0,,2.6367,3.9492,1.6426,0.78355,6.503298,1.601472,1
rec_02425,2025-01-27 20:12:04,client_018,85.155.19.23,111.7.228.44,39000,53,ICMP,75,2.0618,1,benign,0,0,0,,1.9886,1.6595,0.1109,0.251456,4.446583,0.230233,1
rec_03657,2025-01-28 12:48:27,client_072,143.71.143.237,144.58.107.18,27400,80,TCP,1522,4.9078,1,benign,0,0,0,,2.0129,2.314,0.7955,0.820986,7.245559,0.856416,1
rec_02015,2025-08-22 10:12:38,client_087,176.39.168.42,249.112.239.229,41522,22,TCP,1545,4.1915,0,known_malware,0,1,0,,3.1081,3.1356,1.0492,0.717048,7.832195,1.231636,1
rec_03414,2025-09-08 03:55:33,client_013,250.134.177.22,235.225.9.229,61317,443,ICMP,43,4.3121,1,benign,0,0,0,,0.9054,0.8093,0.1739,0.430211,3.811906,0.174301,1
rec_03358,2025-09-13 21:59:44,client_012,40.182.234.209,7.120.183.3,22376,443,TCP,1136,5.0288,1,benign,0,0,0,,1.9542,2.381,0.6528,0.754475,6.940346,0.647203,1
rec_01884,2025-01-02 18:29:59,client_075,145.109.65.70,155.55.231.85,6535,80,UDP,733,2.1921,1,benign,0,0,0,,5.0656,5.846,0.172,0.387042,7.011583,0.119309,1
rec_01714,2025-02-04 00:09:59,client_059,154.235.150.149,182.44.16.134,12655,3389,TCP,5486,6.2389,1,benign,0,0,0,,3.7684,3.3841,2.3001,1.708018,8.100381,2.276534,1
rec_03777,2025-08-16 17:37:29,client_077,78.53.194.62,101.108.59.117,13020,80,TCP,1223,5.5224,1,benign,0,0,0,,2.511,2.1194,0.8495,0.796428,7.252483,0.863203,1
rec_02495,2025-08-02 15:18:12,client_026,158.30.166.58,50.111.36.207,45353,80,TCP,221,3.2289,0,benign,0,0,0,,4.0763,4.4351,1.0578,0.378331,5.329152,1.031006,1
rec_02145,2025-04-08 15:48:32,client_061,66.207.66.75,145.83.104.88,65446,22,TCP,217,4.7392,1,benign,0,0,0,,4.3519,3.6391,0.3861,0.503997,5.424202,0.427882,1
rec_01394,2025-02-25 15:07:05,client_053,252.147.144.54,45.221.84.209,5626,80,UDP,79,2.0337,1,benign,0,0,0,,3.698,4.0377,0.0,0.22893,4.343286,-0.010558,1
rec_00553,2025-09-01 11:49:14,client_067,210.144.136.89,230.121.30.138,53604,80,TCP,1291,5.9839,1,benign,0,0,0,,2.7644,2.4965,0.8658,0.842166,6.851657,0.917214,1
rec_03571,2025-06-05 01:59:00,client_075,171.189.166.45,254.151.228.7,63307,80,ICMP,945,0.554,1,benign,0,0,0,,5.7101,4.2677,0.0742,0.250473,7.097937,0.09668,1
rec_00223,2025-02-05 15:39:49,client_022,12.99.133.81,41.26.28.64,54191,80,TCP,1145,4.5314,1,benign,0,0,0,,2.1836,2.5997,0.7168,0.644141,6.595172,0.659698,1
rec_01383,2025-09-02 21:19:13,client_083,221.3.52.74,201.24.205.44,1381,22,UDP,46,2.9247,1,benign,0,0,0,,3.7897,3.2138,0.4081,0.318464,3.640224,0.346116,1
rec_01097,2025-05-11 21:30:11,client_024,73.131.252.115,95.221.107.171,13691,443,TCP,3213,5.8973,1,benign,0,0,0,,7.6792,8.2362,1.5089,1.258506,8.154298,1.458148,1
rec_03324,2025-06-25 07:55:30,client_028,1.150.62.207,216.167.32.154,46558,53,ICMP,41,2.5527,1,benign,0,0,0,,1.3738,1.6958,0.0,0.256357,3.819873,-0.02112,1
rec_00009,2025-09-04 12:54:45,client_041,153.127.237.230,124.54.134.177,4935,5000,UDP,154,3.5961,1,benign,0,0,0,,2.768,3.6245,0.3585,0.402418,5.271696,0.354313,1
rec_01926,2025-04-26 05:27:41,client_066,4.228.191.180,71.228.85.50,43317,22,TCP,248,4.8193,1,benign,0,0,0,,6.5385,7.2172,0.7822,0.501879,5.124886,0.690564,1
rec_00635,2025-03-30 18:03:36,client_043,152.67.239.115,34.164.239.61,52516,8080,ICMP,22,2.7976,1,benign,0,0,0,,2.1429,2.5381,0.0088,0.298698,3.123154,0.039724,1
rec_03540,2025-01-17 09:34:02,client_089,41.218.220.1,153.113.15.83,17745,443,TCP,3721,5.6589,1,known_malware,0,1,0,,6.2189,4.9013,1.4794,1.286984,8.455459,1.440554,1
rec_00317,2025-07-31 19:01:57,client_043,115.232.26.29,207.87.214.73,54775,53,ICMP,68,3.3019,1,benign,0,0,0,,0.6312,0.7095,0.4453,0.346612,4.402314,0.455423,1
rec_02707,2025-05-09 21:16:24,client_069,130.59.224.249,207.161.42.214,48636,443,TCP,3327,6.1847,0,benign,0,0,0,,4.1178,4.991,2.2425,1.297954,8.872149,2.296592,1
rec_03391,2025-05-26 06:15:08,client_021,69.89.250.64,74.50.55.240,1336,5000,UDP,142,3.9279,0,benign,0,0,0,,3.326,2.4638,1.1546,0.415963,4.256584,1.101393,1
rec_01329,2025-07-24 07:40:47,client_056,93.163.61.182,79.216.177.57,51118,5000,TCP,248,4.8134,0,benign,0,0,0,,1.673,1.8527,1.2721,0.532427,5.143842,1.28991,1
rec_00428,2025-02-19 16:55:39,client_058,214.206.67.140,215.16.25.167,4496,80,ICMP,75,3.0816,1,benign,0,0,0,,3.1718,2.0595,0.361,0.33305,4.313931,0.077394,1
rec_02186,2025-09-10 11:35:01,client_092,186.141.178.101,181.182.47.3,59334,8080,TCP,866,4.6985,1,benign,0,0,0,,3.1896,3.7137,0.4129,0.619598,6.85551,0.260374,1
rec_00106,2025-05-12 05:04:57,client_027,22.114.239.133,212.133.148.78,37198,80,TCP,854,5.609,1,ddos,0,1,0,,4.96,5.3632,0.5917,0.707054,6.490282,0.650806,1
rec_02165,2025-06-18 17:32:43,client_049,83.77.251.26,96.147.32.126,8880,22,TCP,4552,6.1422,1,benign,0,0,0,,12.4507,14.0769,1.6988,1.53479,7.865701,1.774189,1
rec_00143,2025-05-22 22:00:06,client_036,189.213.237.90,5.135.18.56,37764,443,TCP,202,2.4741,1,benign,0,0,0,,1.9751,2.721,0.1756,0.285175,4.775682,0.180883,1
rec_02291,2025-09-08 02:45:07,client_094,16.156.98.111,202.29.238.191,1663,443,TCP,4757,6.1431,1,benign,0,0,0,,3.6837,4.4101,2.0141,1.561081,8.704549,1.950475,1
rec_00122,2025-01-06 16:27:14,client_042,154.48.95.147,90.120.243.130,60509,5000,TCP,1010,5.3962,1,benign,0,0,0,,7.9846,10.1429,1.1111,0.761274,6.549966,0.995375,1
rec_02898,2025-09-03 06:28:20,client_020,48.224.207.197,230.165.243.90,60421,53,ICMP,594,4.1886,1,benign,0,0,0,,6.1406,7.1557,0.5785,0.553817,6.539241,0.618189,1
rec_03027,2025-09-09 10:47:04,client_057,109.24.155.7,86.253.219.176,4619,8080,TCP,977,4.6642,1,benign,0,0,0,,5.6114,5.9862,0.5912,0.66299,7.253855,0.632608,1
rec_03678,2025-03-09 06:56:15,client_076,105.185.31.131,68.54.124.156,23731,80,TCP,274,3.2448,1,benign,0,0,0,,3.3159,2.2878,0.1766,0.403551,5.095353,0.229008,1
rec_01190,2025-02-09 21:57:58,client_057,54.132.222.211,16.119.165.180,25611,3306,TCP,1308,5.1584,1,benign,0,0,0,,5.4138,6.0534,0.7189,0.759658,7.597525,0.705232,1
rec_03524,2025-06-14 20:54:17,client_030,126.63.76.82,202.18.11.103,50638,1900,ICMP,752,3.9,1,benign,0,0,0,,5.2958,5.6833,0.4687,0.55673,6.238063,0.391271,1
rec_03326,2025-04-27 10:50:03,client_100,1.235.137.151,184.159.194.2,5785,1900,ICMP,805,2.0769,1,benign,0,0,0,,1.5675,1.5149,0.5713,0.321586,6.734665,0.58029,1
rec_02659,2025-03-06 00:46:50,client_067,27.216.93.81,113.181.114.239,54704,443,TCP,828,5.1374,1,benign,0,0,0,,1.0659,1.0512,0.5795,0.672329,7.206409,0.582206,1
rec_01950,2025-08-11 06:48:17,client_066,21.236.240.114,50.6.161.62,29233,8080,TCP,150,3.9188,0,benign,0,0,0,,1.5414,1.2925,1.2007,0.433563,4.738475,1.027281,1
rec_03417,2025-05-06 07:10:53,client_086,159.165.128.45,120.11.141.159,31955,21,UDP,209,4.2693,1,benign,0,0,0,,1.3445,1.5528,0.5866,0.456829,4.928702,0.628421,1
rec_03587,2025-04-25 17:05:42,client_073,84.173.183.187,181.94.233.84,40615,443,ICMP,57,2.4736,1,benign,0,0,0,,4.0822,2.3332,0.1477,0.227601,3.799174,0.173742,1
rec_02068,2025-03-06 08:45:12,client_081,208.7.51.65,141.30.185.238,37618,3306,TCP,215,4.3459,1,benign,0,0,0,,2.3198,1.08,0.53,0.471583,5.763163,0.637077,1
rec_03781,2025-05-18 15:37:26,client_018,89.174.64.119,228.228.252.43,22048,53,ICMP,85,3.4492,1,benign,0,0,0,,2.9424,2.2991,0.0,0.377821,4.47861,0.243111,1
rec_01952,2025-02-19 11:04:05,client_015,214.156.149.238,228.31.74.181,40354,22,UDP,637,5.3292,1,benign,0,1,1,label_flip,25.6704,26.2353,1.519,0.66734,6.460753,1.402961,1
rec_02583,2025-07-09 23:54:16,client_024,236.198.156.173,202.148.1.6,65502,21,TCP,3114,6.4412,1,benign,0,0,0,,3.0358,2.8381,1.7553,1.292594,8.46035,1.717885,1
rec_02814,2025-04-14 21:32:46,client_048,95.40.184.4,83.63.67.158,1265,5000,UDP,51,2.7033,1,benign,0,0,0,,2.4217,2.9625,0.2039,0.2617,3.970912,0.188988,0
rec_01110,2025-08-12 19:14:48,client_056,70.17.124.89,226.186.48.210,29307,1900,UDP,173,4.084,1,benign,0,0,0,,3.1498,3.7859,0.6408,0.412231,5.294635,0.649224,1
rec_02267,2025-02-02 11:06:42,client_036,203.33.88.194,117.162.130.44,41854,5000,TCP,254,4.1744,1,benign,0,0,0,,8.0938,7.4393,0.5872,0.466804,4.991594,0.485636,1
rec_00592,2025-07-10 05:05:43,client_072,191.196.228.220,87.240.139.122,50047,1900,TCP,937,4.6865,1,benign,0,0,0,,1.0633,0.7497,0.9108,0.670719,6.648324,0.928282,1
rec_03573,2025-09-06 15:30:31,client_082,115.158.165.249,234.62.74.228,12024,80,TCP,1555,4.8828,1,benign,0,0,0,,2.241,2.6775,0.7821,0.796741,6.447493,0.753304,1
rec_01577,2025-03-12 18:45:18,client_013,233.206.122.76,253.45.191.122,45787,5000,ICMP,117,2.7278,1,benign,0,0,0,,5.2308,4.1373,0.3233,0.294118,4.540103,0.308152,1
rec_03197,2025-07-19 15:02:25,client_096,193.80.146.54,144.150.228.181,52216,8080,UDP,257,3.9581,1,benign,0,0,0,,4.4918,4.682,0.5434,0.437959,5.434022,0.575272,1
rec_00214,2025-03-05 09:40:47,client_043,188.159.243.73,195.194.184.247,31595,80,ICMP,94,2.7851,0,benign,0,0,0,,3.8184,1.3962,0.8065,0.276244,4.445787,0.834144,1
rec_00779,2025-01-29 09:35:52,client_090,165.105.193.233,92.142.145.24,56802,8080,ICMP,738,3.5218,1,benign,0,0,0,,6.4823,4.7826,0.438,0.518277,7.096735,0.401369,1
rec_03026,2025-02-19 23:50:53,client_019,78.169.193.145,247.78.135.140,26557,80,TCP,4463,5.5718,0,benign,0,0,0,,3.6078,3.842,2.4104,1.422825,8.836891,2.352594,1
rec_02373,2025-05-04 03:33:29,client_008,124.108.201.27,56.238.206.206,3208,443,UDP,31,2.3301,0,benign,0,0,0,,3.162,3.5517,0.8767,0.248612,3.427595,0.84894,0
rec_02044,2025-06-19 21:04:01,client_089,58.20.162.133,123.36.71.69,21566,53,TCP,4008,5.793,1,benign,0,0,0,,8.4272,6.1536,1.5786,1.407872,8.194284,1.497061,1
rec_03168,2025-03-16 09:04:48,client_059,19.148.215.235,53.205.92.51,38648,1900,TCP,4231,5.8146,1,benign,0,0,0,,6.7966,8.8184,1.7025,1.457217,8.618928,1.579555,1
rec_02213,2025-05-26 11:23:41,client_091,99.72.242.113,84.25.232.215,13300,80,TCP,136,4.3403,1,benign,0,0,0,,3.1484,2.4425,0.1241,0.483719,5.26169,0.056709,1
rec_02409,2025-07-07 05:39:32,client_026,248.127.177.52,1.125.186.138,13015,80,TCP,244,3.5157,1,benign,0,0,0,,1.6299,1.4865,0.3884,0.421562,5.468704,0.385865,1
rec_01568,2025-02-24 05:12:26,client_024,55.225.44.18,2.150.71.4,64372,3306,TCP,4124,5.757,1,benign,0,0,0,,11.8355,10.2496,1.6114,1.38227,7.710817,1.583625,1
rec_02913,2025-04-11 15:50:57,client_022,152.136.211.111,38.28.32.243,32167,53,TCP,1904,5.3205,0,zero_day_exploit,1,1,0,,8.8221,7.5874,2.3897,0.896008,7.98791,2.233032,0
rec_03411,2025-01-12 00:54:52,client_012,19.129.29.87,121.180.109.68,57454,1900,TCP,646,5.0371,1,benign,0,0,0,,7.4442,7.5754,0.7914,0.652197,6.836813,0.929263,1
rec_03380,2025-06-22 03:28:10,client_053,147.103.88.210,89.182.242.243,48282,22,UDP,95,3.4346,1,benign,0,0,0,,0.757,0.806,0.0272,0.374644,4.20637,-0.032532,1
rec_03474,2025-07-20 02:55:29,client_024,7.150.46.30,147.56.5.131,44901,80,TCP,2772,6.4353,0,benign,0,0,0,,2.2184,1.8079,1.8754,1.196618,8.357707,1.988038,1
rec_01344,2025-08-15 05:19:38,client_032,134.31.246.138,14.48.29.50,39046,5000,TCP,1116,5.8245,1,benign,0,0,0,,4.1824,6.2869,1.0264,0.779114,6.983583,0.920609,1
rec_02014,2025-02-16 15:51:04,client_027,160.106.96.220,88.30.158.103,54889,443,TCP,1076,5.034,1,benign,0,0,0,,7.9562,6.4158,0.9304,0.716052,6.869235,0.83598,1
rec_00274,2025-05-25 17:07:27,client_093,157.167.188.169,233.177.123.106,48861,80,ICMP,81,3.7882,0,data_exfiltration,0,1,0,,2.4133,2.116,1.2053,0.405218,4.244188,1.051605,1
rec_00072,2025-08-26 19:22:11,client_095,137.219.205.211,242.162.251.180,45907,3306,ICMP,723,3.5587,1,backdoor_trigger,0,1,1,high_update_backdoor,40.1885,34.461,1.0684,0.494925,6.666508,0.990021,1
rec_01088,2025-02-23 02:32:14,client_011,180.132.162.197,138.80.63.25,7510,5000,TCP,252,4.3631,1,benign,0,0,0,,6.7672,7.8467,0.5983,0.49543,5.321882,0.412007,1
rec_00395,2025-09-01 08:52:09,client_028,24.109.191.246,120.123.247.104,11455,80,ICMP,57,2.9541,1,benign,0,0,0,,4.1344,2.9147,0.0029,0.288944,4.489988,-0.131153,1
rec_00584,2025-05-15 12:57:46,client_011,177.113.140.237,199.196.58.77,47924,3306,TCP,265,4.3663,1,benign,0,0,0,,1.4612,1.4267,0.5561,0.482422,5.810071,0.535196,1
rec_03724,2025-04-23 02:40:27,client_068,119.5.174.207,41.95.116.120,48149,53,ICMP,82,2.7411,1,benign,0,0,0,,4.0804,4.5304,0.1119,0.30125,4.572084,0.168027,1
rec_02578,2025-01-20 18:10:17,client_066,238.55.117.208,21.79.253.70,48863,443,TCP,197,4.166,1,benign,0,0,0,,2.0789,1.4843,0.4535,0.450405,5.27323,0.47819,1
rec_02866,2025-07-05 04:58:20,client_008,237.135.105.204,31.8.24.203,9946,8080,UDP,58,2.5842,1,benign,0,0,0,,5.3583,5.2706,0.2396,0.267031,4.138648,0.231103,0
rec_03513,2025-04-29 00:28:14,client_002,51.171.49.153,35.213.211.174,3011,5000,TCP,1181,5.2956,1,benign,0,0,0,,11.1082,7.4714,0.8373,0.793155,6.661907,0.926908,1
rec_02517,2025-09-01 16:46:40,client_085,21.15.163.112,41.56.216.16,16396,80,UDP,1089,4.6651,1,benign,0,0,0,,2.6371,2.7349,0.6441,0.683747,7.053187,0.581834,1
rec_02233,2025-06-08 10:09:21,client_008,43.57.164.248,202.140.146.206,9314,443,ICMP,20,3.2226,1,benign,0,0,0,,2.1097,2.0229,0.2999,0.335607,3.176622,0.226939,1
rec_01764,2025-01-17 17:01:57,client_015,203.14.85.63,41.217.120.81,30945,80,ICMP,623,3.9827,1,benign,0,1,1,label_flip,32.8277,22.1992,1.2621,0.496155,6.51055,1.187073,1
rec_03799,2025-01-05 21:55:28,client_042,94.191.3.174,42.60.119.77,2389,3306,TCP,1313,4.9472,1,benign,0,0,0,,2.5576,3.2577,0.8211,0.704645,8.390026,0.755175,1
rec_01260,2025-01-20 17:40:15,client_040,135.45.164.169,149.183.248.57,44790,22,UDP,931,0.7241,1,benign,0,0,0,,8.5077,8.0838,0.038,0.21865,6.832725,0.040558,1
rec_00527,2025-02-04 14:24:35,client_046,91.153.77.247,209.22.209.206,34412,8080,UDP,232,4.3794,1,benign,0,0,0,,1.2454,1.4371,0.4857,0.489397,5.267264,0.318828,1
rec_00378,2025-03-17 21:06:08,client_010,222.127.113.80,183.100.254.31,52210,8080,UDP,814,1.399,1,benign,0,0,0,,3.6459,3.4174,0.1019,0.295007,6.798389,0.235142,1
rec_01560,2025-06-10 15:52:58,client_035,141.201.184.56,136.236.202.63,31250,443,UDP,890,2.2684,1,benign,0,0,0,,4.4438,4.2902,0.4774,0.383743,7.197418,0.456776,1
rec_02415,2025-05-02 09:35:51,client_006,122.75.104.38,145.189.106.69,49533,80,TCP,95,4.3192,1,benign,0,0,0,,5.8402,5.2896,0.4407,0.437923,4.63446,0.336052,1
rec_01964,2025-01-10 06:15:01,client_058,133.69.64.250,40.122.135.140,44388,443,ICMP,57,4.4254,1,benign,0,0,0,,3.9005,5.2665,0.3989,0.44126,4.076549,0.292498,1
rec_03434,2025-03-22 05:44:27,client_073,217.115.100.117,51.219.55.161,10855,80,UDP,67,2.3094,0,botnet_command,0,1,0,,1.4058,1.5473,0.5453,0.303115,3.825947,0.550772,1
rec_00349,2025-04-24 14:23:16,client_029,104.246.161.200,241.4.178.234,64612,53,TCP,3430,6.0281,1,benign,0,0,0,,3.5266,2.6422,1.4142,1.297532,8.659838,1.595729,1
rec_02647,2025-05-15 04:01:51,client_020,147.89.178.59,123.112.244.130,14282,53,ICMP,569,2.7445,0,benign,0,0,0,,9.5106,9.9511,1.0152,0.38023,6.423391,0.853399,1
rec_01710,2025-06-03 04:55:49,client_075,164.102.120.191,104.214.193.250,5665,5000,UDP,946,2.3284,1,benign,0,0,0,,2.6734,2.256,0.5695,0.417075,7.206018,0.510864,1
rec_01051,2025-05-05 10:10:40,client_052,17.108.195.74,129.191.131.127,6374,443,TCP,1374,4.9876,1,benign,0,0,0,,8.4298,5.5065,0.7769,0.755795,7.224754,0.775452,1
rec_00591,2025-07-29 14:26:53,client_024,11.73.12.35,237.153.199.232,11889,53,TCP,4439,5.3667,1,benign,0,0,0,,5.8218,6.58,1.874,1.422405,8.445439,1.782397,1
rec_00520,2025-07-11 09:10:30,client_021,36.89.152.172,246.74.189.139,38662,80,UDP,127,4.6112,1,benign,0,0,0,,7.029,5.7715,0.2417,0.472156,5.265543,0.038775,1
rec_03104,2025-02-04 23:16:12,client_091,47.85.174.58,45.47.77.209,6980,53,TCP,280,4.5441,1,benign,0,0,0,,3.8841,2.4731,0.3916,0.537693,5.608759,0.524134,1
rec_02603,2025-02-25 18:37:55,client_025,92.223.96.178,227.101.110.172,64514,443,UDP,853,2.7016,1,benign,0,0,0,,1.7453,2.1862,0.297,0.427041,7.093309,0.361514,1
rec_01084,2025-04-20 09:22:17,client_087,189.151.30.188,98.98.219.143,15971,3306,TCP,1474,4.6331,1,benign,0,0,0,,2.7897,2.6278,0.5237,0.741014,6.99985,0.524392,1
rec_03585,2025-02-03 13:51:32,client_040,228.85.173.245,152.15.12.238,16192,80,UDP,951,2.9842,1,benign,0,0,0,,6.0366,6.6459,0.3942,0.49308,6.934411,0.277501,1
rec_03847,2025-06-25 09:58:12,client_071,233.218.149.146,212.22.178.48,19017,21,UDP,203,4.8729,1,benign,0,0,0,,1.5933,1.4087,0.7301,0.516235,4.81311,0.708334,1
rec_01810,2025-02-03 14:33:53,client_020,133.192.178.234,115.161.96.208,48444,443,UDP,707,2.4423,1,benign,0,0,0,,4.2056,3.2677,0.4476,0.366035,6.856776,0.513094,1
rec_03735,2025-05-05 06:18:21,client_043,179.253.60.254,120.113.209.21,49925,5000,UDP,64,2.7202,1,benign,0,0,0,,2.1334,1.972,0.3898,0.288238,4.363785,0.455274,1
rec_00793,2025-06-29 20:39:33,client_094,243.9.190.94,161.80.100.6,49661,22,TCP,4348,5.897,1,benign,0,0,0,,2.9129,2.0465,1.8873,1.43395,8.420496,1.785725,1
rec_03684,2025-01-08 19:51:36,client_053,115.194.15.248,221.236.125.81,12906,3306,ICMP,80,3.3544,1,benign,0,0,0,,2.5741,3.3781,0.2289,0.346976,4.325694,0.365043,1
rec_01981,2025-04-11 18:00:13,client_036,27.219.72.248,202.59.185.223,38321,8080,TCP,172,4.956,1,benign,0,0,0,,3.8765,3.4359,0.3984,0.54615,5.256887,0.479902,1
rec_02463,2025-05-09 21:11:14,client_076,133.105.155.28,132.184.221.110,63756,443,TCP,211,4.5486,1,benign,0,0,0,,5.3027,3.9998,0.2816,0.466829,5.092484,0.368282,0
rec_03621,2025-08-12 23:45:24,client_023,142.22.180.27,227.183.6.131,57018,443,ICMP,88,1.8726,1,benign,0,0,0,,2.006,1.8674,0.0699,0.188692,4.547476,0.114096,1
rec_01531,2025-04-05 13:09:44,client_069,115.9.112.251,43.155.51.5,61519,80,TCP,3967,5.7164,1,benign,0,0,0,,9.9111,8.3062,1.5689,1.384733,8.241742,1.652991,1
rec_01411,2025-02-09 07:04:09,client_066,132.104.123.48,249.223.102.156,60297,53,UDP,175,4.7205,1,benign,0,0,0,,5.4326,5.7671,0.756,0.524364,4.739766,0.736796,1
rec_03054,2025-04-25 16:39:11,client_043,134.176.203.250,172.98.204.31,34606,8080,ICMP,41,3.3637,1,benign,0,0,0,,1.9804,2.1909,0.0617,0.34396,3.674596,-0.05476,1
rec_03050,2025-07-25 11:34:09,client_065,167.28.192.89,205.43.89.74,46709,5000,UDP,1251,4.1012,0,benign,0,0,0,,5.0112,5.4043,1.6273,0.6637,7.640774,1.499184,1
rec_00084,2025-02-10 10:44:39,client_038,22.111.107.183,76.223.177.201,41897,443,ICMP,69,3.3409,1,benign,0,0,0,,0.9046,1.1644,0.1026,0.355865,4.343467,0.272955,1
rec_03023,2025-01-19 00:50:42,client_022,231.254.73.135,57.132.164.147,54907,80,TCP,1023,5.4757,1,benign,0,0,0,,9.1504,10.076,0.8122,0.772845,7.546902,0.793633,1
rec_00021,2025-04-24 05:57:13,client_051,210.117.246.251,250.131.238.24,53131,22,UDP,210,4.24,1,benign,0,0,0,,2.3739,2.6332,0.2993,0.464533,5.648611,0.32561,1
rec_02160,2025-07-17 03:54:57,client_054,36.251.131.233,130.9.253.108,16742,1900,TCP,3322,5.8562,1,benign,0,0,0,,4.3569,5.0763,1.4511,1.253525,7.247526,1.382664,1
rec_01563,2025-06-30 10:44:21,client_100,221.215.173.223,5.213.120.70,9427,22,UDP,685,2.4591,1,benign,0,0,0,,2.3435,1.4401,0.5078,0.370793,7.073842,0.545993,1
rec_00974,2025-04-01 05:38:44,client_020,32.226.64.199,139.99.219.196,43267,5000,UDP,799,3.4058,1,benign,0,0,0,,6.2893,7.3164,0.5694,0.455949,7.038679,0.571488,1
rec_01711,2025-07-11 04:56:21,client_016,153.214.48.167,13.55.88.85,6583,3306,UDP,197,4.9331,1,benign,0,0,0,,2.6399,2.9694,0.4601,0.53268,5.454589,0.49499,1
rec_03477,2025-07-13 11:26:47,client_072,74.5.151.207,59.25.150.238,21788,5000,TCP,1239,5.3366,1,benign,0,0,0,,11.4233,12.1078,1.143,0.76129,7.187914,1.09712,0
rec_01099,2025-03-08 12:40:35,client_044,16.216.242.78,189.190.129.149,43132,1900,TCP,2652,5.6983,1,benign,0,0,0,,9.2931,7.9554,1.4526,1.114851,7.451725,1.573755,1
rec_00887,2025-06-26 01:31:53,client_058,175.38.231.241,145.101.78.231,23007,3389,ICMP,50,3.1648,1,benign,0,0,0,,0.8221,0.6572,0.1546,0.336849,4.11228,0.200354,1
rec_02326,2025-01-12 06:19:41,client_006,185.50.57.229,83.12.164.10,29748,5000,TCP,109,4.34,1,benign,0,0,0,,6.0409,5.7034,0.7242,0.431667,4.573236,0.625903,1
rec_02972,2025-02-16 23:27:28,client_052,192.142.148.89,181.240.72.70,46721,1900,TCP,1133,5.2845,1,benign,0,0,0,,3.0553,3.9322,1.144,0.731133,7.339936,1.047038,1
rec_03240,2025-07-18 02:12:09,client_052,102.79.79.121,172.45.200.56,52337,22,TCP,1434,5.7372,1,benign,0,0,0,,2.2382,2.3101,1.0114,0.859504,7.009681,0.999221,1
